close,datetime,exchange_code,expiry_date,high,low,open,open_interest,product_type,stock_code,volume
12265.3,2020-01-01 09:15:00,NFO,30-JAN-2020,12266.75,12252.7,12253.95,12263025,Futures,NIFTY,107927
12256.6,2020-01-01 09:16:00,NFO,30-JAN-2020,12265.5,12256.4,12265.3,12263025,Futures,NIFTY,50250
12255.0,2020-01-01 09:17:00,NFO,30-JAN-2020,12257.0,12255.0,12256.95,12250950,Futures,NIFTY,48975
12258.75,2020-01-01 09:18:00,NFO,30-JAN-2020,12258.75,12252.2,12255.0,12250950,Futures,NIFTY,34200
12262.45,2020-01-01 09:19:00,NFO,30-JAN-2020,12264.8,12258.7,12258.8,12250950,Futures,NIFTY,34875
12262.55,2020-01-01 09:20:00,NFO,30-JAN-2020,12263.0,12260.25,12262.05,12264825,Futures,NIFTY,27300
12259.7,2020-01-01 09:21:00,NFO,30-JAN-2020,12262.3,12258.15,12262.3,12264825,Futures,NIFTY,21825
12262.75,2020-01-01 09:22:00,NFO,30-JAN-2020,12262.8,12259.55,12259.55,12264825,Futures,NIFTY,25950
12267.35,2020-01-01 09:23:00,NFO,30-JAN-2020,12267.65,12262.55,12262.8,12280875,Futures,NIFTY,32175
12264.5,2020-01-01 09:24:00,NFO,30-JAN-2020,12269.0,12264.5,12267.7,12280875,Futures,NIFTY,37650
12265.0,2020-01-01 09:25:00,NFO,30-JAN-2020,12266.25,12261.8,12265.95,12280875,Futures,NIFTY,21900
12266.25,2020-01-01 09:26:00,NFO,30-JAN-2020,12267.2,12264.6,12264.6,12297675,Futures,NIFTY,11925
12265.0,2020-01-01 09:27:00,NFO,30-JAN-2020,12267.0,12264.95,12266.55,12297675,Futures,NIFTY,20325
12264.7,2020-01-01 09:28:00,NFO,30-JAN-2020,12265.0,12264.1,12265.0,12297675,Futures,NIFTY,16275
12268.65,2020-01-01 09:29:00,NFO,30-JAN-2020,12269.1,12264.95,12264.95,12296925,Futures,NIFTY,20100
12266.15,2020-01-01 09:30:00,NFO,30-JAN-2020,12269.6,12266.0,12269.35,12296925,Futures,NIFTY,29775
12266.45,2020-01-01 09:31:00,NFO,30-JAN-2020,12267.45,12266.2,12267.0,12296925,Futures,NIFTY,7575
12267.05,2020-01-01 09:32:00,NFO,30-JAN-2020,12267.65,12266.0,12266.4,12292200,Futures,NIFTY,13050
12264.45,2020-01-01 09:33:00,NFO,30-JAN-2020,12267.2,12264.3,12267.0,12292200,Futures,NIFTY,15375
12261.95,2020-01-01 09:34:00,NFO,30-JAN-2020,12264.45,12261.1,12264.45,12292200,Futures,NIFTY,26325
